Time_hr,Q_true,WHP_true,FLP_true,BHP_true,Q_target,Q_achievable,OilRate_bbl_hr,WHP_psi,FLP_psi,BHP_psi,Q_seen,WHP_seen,FLP_seen,BHP_seen,Choke_pct,Choke_cmd,dChoke,u_tracking_error,mode,active_constraints,u_ss,n_feasible,n_candidates,bad_tags,WHT_F,AP_psi,Pr_psi,water_cut
1.0,114.6151667114674,258.7494778511849,179.81251060038366,3074.545126660597,120.0,120.04240244947064,114.34357713620113,258.64167926964,178.9035168422674,3073.9652957164863,115.29899163667362,257.7259052004026,180.2251444810266,3074.192334895867,41.75,41.75,1.75,0.0,TRACKING,,42.900000000000006,451,451,,145.4230122184885,268.98054276470975,3568.8,0.0
2.0,115.22438208024207,258.44559678865744,179.55416314695282,3073.252832225175,120.0,120.01883825701913,114.7052542344771,260.1070965469799,179.6557671229054,3072.3712552393213,114.34357713620113,258.64167926964,178.9035168422674,3073.9652957164863,42.25,42.25,0.5,0.0,TRACKING,,43.0,451,451,,145.49362643671375,269.22769252849815,3568.8,0.0
3.0,116.04216637927767,258.02065525182684,179.2013796227235,3071.4535362748043,120.0,119.99725044079314,115.87339392838686,257.6866320787724,178.72656187468118,3070.4765338317175,114.7052542344771,260.1070965469799,179.6557671229054,3072.3712552393213,43.25,43.25,1.0,0.0,TRACKING,,43.1,451,451,,145.59173201452978,269.57106205085427,3568.8,0.0
4.0,116.73225451460462,257.6368563949351,178.8969075955933,3069.782430380039,120.0,119.96596782543367,117.02142174770869,257.51757959164837,179.32789901192518,3069.2829250573723,115.87339392838686,257.6866320787724,178.72656187468118,3070.4765338317175,43.25,43.25,0.0,0.0,TRACKING,,43.150000000000006,451,451,,145.68505292685603,269.8976852439961,3568.8,0.0
5.0,117.31458610874333,257.29021679916843,178.63413110820693,3068.23038169625,120.0,120.02674465508996,117.32914184778933,258.06312722477486,178.87942859341638,3066.967309857215,117.02142174770869,257.51757959164837,179.32789901192518,3069.2829250573723,43.25,43.25,0.0,0.0,TRACKING,,43.2,451,451,,145.77382252458202,270.20837883603707,3568.8,0.0
6.0,117.80598723299461,256.9771387188261,178.40734021718828,3066.788908044343,120.0,119.9631489579809,117.69628384823596,257.24740128470347,179.27812983253276,3066.114857225988,117.32914184778933,258.06312722477486,178.87942859341638,3066.967309857215,43.25,43.25,0.0,0.0,TRACKING,,43.2,451,451,,145.85826277794007,270.5039197227902,3568.8,0.0
7.0,118.22065658520893,256.69437274059425,178.21160692019276,3065.450131554375,120.0,119.9933006241021,118.07452137776147,257.1955295412321,177.8126999457705,3064.720830973275,117.69628384823596,257.24740128470347,179.27812983253276,3066.114857225988,43.25,43.25,0.0,0.0,TRACKING,,43.25,451,451,,145.93858483154654,270.78504691041286,3568.8,0.0
8.0,118.57057575140503,256.43898405813525,178.0426780739739,3064.2067356118127,120.0,120.03626183088427,119.10009913187892,256.7291590662307,178.08386059045094,3065.881996498884,118.07452137776147,257.1955295412321,177.8126999457705,3064.720830973275,43.25,43.25,0.0,0.0,TRACKING,,43.300000000000004,451,451,,146.01498953237333,271.0524633633067,3568.8,0.0
9.0,118.86585540546564,256.20832201195844,177.89688297665072,3063.051924871137,120.0,120.00745771225732,117.16895802135939,256.7189754207085,177.46504283473706,3058.880375264497,119.10009913187892,256.7291590662307,178.08386059045094,3065.881996498884,43.25,43.25,0.0,0.0,TRACKING,,43.25,451,451,,146.08766793196997,271.30683776189494,3568.8,0.0
10.0,119.19049882347633,255.96196752968052,177.73847186452684,3061.8305139762715,120.0,120.02277682512839,119.35636627918893,256.3122399723552,177.53832650946958,3059.1394993760196,117.16895802135939,256.7189754207085,177.46504283473706,3058.880375264497,43.5,43.5,0.25,0.0,TRACKING,,43.400000000000006,451,451,,146.16437941556148,271.5753279544652,3568.8,0.0
