name,a0,a1,a2,tau,theta,rmse,r2
OilRate_bbl_hr,21.313941899717733,2.698635283164957,-0.009260432782925413,4.885071936720316,5.780188637715149e-18,1.1439819025107056,0.9983939432486209
WHP_psi,295.52742066812795,-0.49646341113955145,-0.011013873139529284,8.563798563221226,1.3265791245663236e-14,0.9994390104608005,0.9979761994175722
FLP_psi,212.99569840110334,-0.7315326039758989,-0.0024297189574558125,5.787923345517043,2.825740603817395e-17,0.6732351629885797,0.9978227406331769
BHP_psi,3476.706548804106,-11.686020066770002,0.04028170631549178,12.425493862959863,1.5581927278923503e-18,3.707679433108032,0.9990531128475465
