backoff_mode,WHP_min,WHP_max,FLP_min,FLP_max,BHP_min,BHP_max,binding_constraint,max_safe_rate,achieved_rate,pct_of_max_safe,violating_intervals,max_abs_move_pct
fixed 5 psi (submitted),204.33498120135297,326.07581146574046,142.53220153197896,213.24617002243997,2865.1079686060475,3313.692654240195,BHP_min,162.74994346363363,161.12265338754725,99.00012863817062,0,5.0
fixed 5 psi (submitted),195.13818525946473,324.7084156596489,150.768020720131,203.18339104823238,2776.014098691017,3268.8146992979728,FLP_min,163.47568392564924,156.49100442816663,95.72738934026462,0,5.0000000000000036
fixed 5 psi (submitted),234.54431777095832,312.10174612788177,157.81231177443823,213.43043139139667,2795.266609558857,3254.885852472192,WHP_min,141.5170015144484,136.41077098370954,96.39179004918535,0,5.0000000000000036
fixed 5 psi (submitted),190.82016519274097,323.1893611698332,125.61652704484648,208.46198090026792,2788.2533531176095,3364.999102357035,WHP_min,176.82411045043182,173.2038593175967,97.95262584745198,0,5.0
fixed 5 psi (submitted),208.7625417857673,316.47239817230303,136.73633027601133,206.84867755547205,2759.1425205891596,3371.427947060488,WHP_min,163.62032110261217,159.5179908794471,97.49277461655123,0,5.0000000000000036
fixed 5 psi (submitted),234.44993540256803,322.579425591551,144.82489089791406,212.6567652416604,2750.764175159831,3349.893611048232,WHP_min,141.60237462020243,136.5670395896273,96.44403206932046,0,5.000000000000002
fixed 5 psi (submitted),226.043155038933,309.7996871157681,159.26286763775911,200.00285002411016,2876.4240422877274,3295.153597147092,WHP_min,149.326276895208,143.55624404719765,96.13595613044076,0,5.0
fixed 5 psi (submitted),217.71767542560914,307.54075978650883,133.39119480347796,209.39240580208303,2849.386964123236,3278.092103246355,WHP_min,156.40469289449632,152.16019543655048,97.28620837431713,0,5.0000000000000036
fixed 5 psi (submitted),233.17049579473806,326.47159985962077,146.98273620117936,210.5914404130559,2840.277347010707,3370.21650465563,WHP_min,142.7923732149616,137.7985116313003,96.50271126445705,0,5.0
fixed 5 psi (submitted),230.03137477686147,322.924790978516,134.72595357125806,200.36732690296975,2881.6506156582623,3311.6886541725144,WHP_min,145.72488934092453,140.90787216396657,96.69444444340012,0,5.0000000000000036
fixed 5 psi (submitted),233.65565070683428,325.79542582640124,146.35008375980954,205.6616622598327,2892.597908185071,3356.4054543268608,WHP_min,142.36849245538144,137.43494392724514,96.53466266092374,0,5.0
fixed 5 psi (submitted),220.93697358828086,325.27272163021007,148.09274340979306,207.74065219760308,2853.38162672148,3383.347098702902,WHP_min,153.6971343893314,149.2587752393294,97.11226942022277,0,5.0000000000000036
fixed 5 psi (submitted),202.00506800565768,325.25747579431214,145.19558255032717,201.2800842615399,2839.796397462519,3293.679459646881,BHP_min,168.57783400579996,163.88996952047134,97.21916910786307,0,5.0000000000000036
fixed 5 psi (submitted),211.6731026798304,325.59929566006184,132.1782210888183,207.12836936438035,2866.500450347038,3365.473046725123,WHP_min,161.3592055421582,157.17483922669416,97.40680037348672,0,5.000000000000002
fixed 5 psi (submitted),236.45861775008248,316.5182364370523,161.86472075449515,205.0483844351831,2902.863954263532,3364.55881874766,WHP_min,139.62617113588234,134.35695152571736,96.226194869272,0,5.0
fixed 5 psi (submitted),213.07673884627664,305.2136615618247,140.448171826411,204.3627517735884,2943.375723853017,3346.693369146319,BHP_min,144.64272811372726,143.22422862544838,99.01930812092844,0,5.0
fixed 5 psi (submitted),234.5422702057195,308.88479308903163,142.15760234343153,208.51058488547844,2820.945636678062,3318.4749440730925,WHP_min,141.5170015144484,136.24930872692747,96.27769615583388,0,5.0
fixed 5 psi (submitted),215.95842343206786,300.8485792305173,138.592446195887,200.00332549565448,2846.5075244003347,3341.200099762066,WHP_min,157.85098605943745,153.58187304003405,97.29547902995304,0,5.0
fixed 5 psi (submitted),185.57942760394005,307.2628320643439,157.15967284236055,212.60422339774397,2827.546650854073,3372.133559581184,FLP_min,154.63182733915738,146.61753383492896,94.81717726412785,0,5.0
fixed 5 psi (submitted),196.62841518192857,321.18324666940447,146.8182649462846,206.60148618353995,2881.2884552347555,3252.0086018645784,BHP_min,158.98128783627212,157.59692757855393,99.12923069339841,0,5.0
fixed 5 psi (submitted),189.7466065625013,308.8147039316387,152.2225043907839,210.59352970042062,2886.1521648372054,3365.1425659845613,BHP_min,157.85098605943745,154.2579719263857,97.72379367228099,0,5.000000000000002
fixed 5 psi (submitted),184.7730936608241,303.1766672524606,159.21404641048457,205.35256629441702,2863.674258096702,3325.525420860012,FLP_min,151.56939119251,143.638099536948,94.76722074743417,0,5.0
fixed 5 psi (submitted),217.59975428025749,302.3084013368386,155.7916090546566,201.8510349224473,2886.274892366807,3310.3213148726068,WHP_min,156.5577073434215,149.04414062150718,95.20076855403055,0,5.0
fixed 5 psi (submitted),209.5356981637283,320.15081203082235,139.84011002782546,200.69056207027208,2942.842310344321,3328.4015349111874,BHP_min,144.7262667336088,143.3779911766282,99.06839609187024,0,5.0
fixed 5 psi (submitted),224.52867846365166,315.93884501172516,157.7874761067989,208.46924268631588,2774.5513756774394,3346.2859846983706,WHP_min,150.61264766727385,145.78393006608363,96.79394946176261,0,5.0
fixed 5 psi (submitted),190.36444016621905,324.7096240504988,152.2424640189126,214.09712957214663,2875.816157908302,3283.7744646182155,BHP_min,160.25017244044162,154.26239152078026,96.26347926590421,0,5.0
fixed 5 psi (submitted),213.428252749517,323.1531683087969,153.47553190100305,205.13445059002228,2881.0702301207607,3390.2903591951613,BHP_min,159.05628327613945,152.513613968462,95.88656972681888,0,5.0
fixed 5 psi (submitted),221.08860258597213,311.01904206757405,161.43033321533713,212.41436289092258,2921.0367520534337,3266.026206503995,FLP_min,148.1905882310845,139.9259682000761,94.42297913135971,0,5.0
fixed 5 psi (submitted),197.44973001844127,323.7038340798061,135.99229983538737,201.10558903336783,2886.6532024945172,3369.8904934718557,BHP_min,157.77527310588601,156.6039219992249,99.25758258337794,0,5.0
fixed 5 psi (submitted),218.50606848842187,310.3453000927501,147.39093275870195,200.32279927171192,2862.5323311506118,3378.5201762072616,WHP_min,155.79080480738895,151.31209023080586,97.12517399077544,0,5.0000000000000036
fixed 5 psi (submitted),184.6831941008742,311.49958189643496,131.59454870105947,205.70011844949886,2752.601534674977,3374.1644379746717,WHP_min,181.02502695282843,177.46738065651522,98.03472130003314,0,5.0
fixed 5 psi (submitted),209.77459862047607,313.07754196686835,149.07178862545805,212.75042306382352,2808.2521449648775,3290.127545860792,WHP_min,162.82270969306276,158.71893868420202,97.47960771774603,0,5.0
fixed 5 psi (submitted),182.9696524627297,307.9919728119987,127.64847392819051,200.6233773076083,2860.5461124420735,3277.575233110533,BHP_min,163.76478864387232,162.37187552023957,99.14944284716672,0,5.0000000000000036
fixed 5 psi (submitted),184.45546332392527,327.50144224240023,130.94935569882495,201.42246186085953,2944.1356116654406,3350.0450445852453,BHP_min,144.4755028997299,143.26763280942242,99.16396201012309,0,5.0
fixed 5 psi (submitted),223.5452425001899,316.89611987460586,127.81558856480717,212.62815860618818,2833.6058008410514,3308.8701736564262,WHP_min,151.48992435282872,146.9272148206873,96.98811023133486,0,5.0
fixed 5 psi (submitted),188.11855464026337,303.3965965749384,145.88983731641193,208.53115384353669,2853.737108549216,3341.968701693132,BHP_min,165.34281834424857,163.0777243589436,98.6300620686234,0,5.0
fixed 5 psi (submitted),232.6586077852464,315.1261453483366,140.16590714799474,203.84859053870642,2811.369328490985,3334.121058003855,WHP_min,143.2993920716676,138.27887114560997,96.49648135035581,0,5.0
fixed 5 psi (submitted),227.72234046998184,313.2336308979612,126.63049309234458,202.82231755614154,2768.130446684992,3300.0015121044667,WHP_min,147.78268470343426,143.03568593941677,96.78785185588987,0,5.0
fixed 5 psi (submitted),221.06259948425657,317.7214419571461,151.48510359832963,206.8189269638069,2771.9561073902214,3294.4383932559012,WHP_min,153.61894016172238,149.09762299269667,97.05679705623155,0,5.0
fixed 5 psi (submitted),210.657628735287,314.9149489521796,134.74645551531756,212.3795233725029,2836.662667197408,3376.818418774102,WHP_min,162.09311542915404,158.0076035452439,97.47952781764147,0,5.0
fixed 5 psi (submitted),195.9295578198907,328.2581875761939,129.474293856049,211.53773735772134,2754.037290601944,3285.4480995312265,WHP_min,173.20673267049744,169.3887793963789,97.79572467233034,0,5.0
fixed 5 psi (submitted),232.2331982586116,310.5031499943386,162.29917972235143,213.94125500934285,2910.038515378701,3309.4158173837222,WHP_min,143.6364132298381,138.40881994583157,96.36053757786219,0,5.0
fixed 5 psi (submitted),231.49611020615865,313.7131301078646,130.0468878034251,212.7793755337877,2913.2493408843793,3270.3348160678456,WHP_min,144.39181627322412,139.29527751663085,96.47034098736636,0,5.0
fixed 5 psi (submitted),231.99159101870748,315.56889159311254,154.74363034048704,204.0226403119949,2793.09229676433,3377.2469222361515,WHP_min,143.88865925057732,138.92777584779012,96.55227630264592,0,5.0
fixed 5 psi (submitted),216.01282788351583,304.43116396825957,139.63480345006826,212.88553727332192,2843.6567163428294,3300.527934341859,WHP_min,157.85098605943745,153.45713580553604,97.21645688532668,0,5.0
fixed 5 psi (submitted),200.45723189304186,324.739326067019,143.1719611015916,214.22530254102088,2812.440030180315,3363.472049375363,WHP_min,169.88923429964765,166.05463664236723,97.74288366588489,0,5.000000000000007
fixed 5 psi (submitted),197.14232956144116,323.0351640592745,125.7039190590922,201.94731472342374,2801.8513813059058,3380.513794694715,WHP_min,172.33548194488938,168.60010995910395,97.83249975940534,0,5.000000000000007
fixed 5 psi (submitted),199.34990258079557,314.5057662360245,129.28178080178955,208.50017429029504,2769.1989067886766,3271.2403506734686,WHP_min,170.71019553762034,166.8985103157251,97.76716018050882,0,5.0000000000000036
fixed 5 psi (submitted),228.05834371146457,307.3173085872783,127.45014844365919,209.02737320352915,2779.300031204136,3257.92250856157,WHP_min,147.53735950435816,142.7555313992478,96.75890356098645,0,5.0
fixed 5 psi (submitted),229.83313899172893,311.9154846286248,159.6190030428695,211.16047202079335,2790.1928059979896,3262.721694382899,WHP_min,145.89063827284974,141.16708597291833,96.76226497063007,0,5.0
fixed 5 psi (submitted),190.2814351444184,314.8374049340153,139.30992558290396,212.47973064753594,2843.848168610715,3333.2124550665735,BHP_min,167.6722913097244,166.2824332353344,99.17108660975913,0,5.0
fixed 5 psi (submitted),203.2471346674441,322.6470101509498,152.55759165144696,210.28658501112835,2904.3188776804777,3309.7909193075657,BHP_min,153.61894016172238,152.1653184741351,99.05374839452935,0,5.0
fixed 5 psi (submitted),187.14515047438573,324.53800332444763,138.82089942244295,210.37643924084688,2947.6931818749135,3355.264260316718,BHP_min,143.6364132298381,142.30598470226553,99.07375261073689,0,5.000000000000002
fixed 5 psi (submitted),234.40114386787533,300.40064845903464,149.1486987941368,201.45984038282276,2924.500926164888,3394.0371629546926,WHP_min,141.60237462020243,136.54340117772568,96.42733855555345,0,5.0
fixed 5 psi (submitted),182.049214652141,303.99784051106724,158.31044140597584,210.30329640484425,2946.331555317202,3363.4763792278654,BHP_min,143.97264231708976,142.64989291044378,99.08124947534635,0,5.0
fixed 5 psi (submitted),215.65140447147405,316.17729761119676,125.39469438830062,211.75722056324443,2826.8003572815373,3265.9979799272655,WHP_min,158.15338729766822,153.823940329729,97.26250127049725,0,5.0
fixed 5 psi (submitted),212.81008782676443,311.0988822033525,149.23431819809952,200.2500819008336,2782.995222315024,3330.9746394727854,WHP_min,160.39861330400146,156.33332089868208,97.46550651431475,0,5.0
fixed 5 psi (submitted),216.5944449734385,302.4664247781848,150.45511501779768,212.61831722550664,2807.356725182386,3328.1996167960315,WHP_min,157.32004668241748,152.85385792777262,97.1610809627709,0,5.0
fixed 5 psi (submitted),234.36715649538888,321.088790557373,133.26889311833867,214.49739012497756,2818.415008792476,3373.6303661243396,WHP_min,141.68769791568172,136.5029287139051,96.34070616006333,0,5.0
fixed 5 psi (submitted),207.1510485434096,323.69302686610484,161.83690696522996,213.54085000867417,2910.9204921308533,3298.4458496350157,FLP_min,147.53735950435816,139.31287375974668,94.42548939994514,0,5.0
fixed 5 psi (submitted),234.75777986782796,304.6001932227624,135.40779906490715,209.6952983610736,2899.63622404839,3257.550442479331,WHP_min,141.26058322862485,136.23541565973815,96.44262578135215,0,5.0
fixed 5 psi (submitted),196.1318503213314,311.0709964097932,158.88986097443677,200.02876036291656,2927.99911602841,3300.209583770244,BHP_min,148.1905882310845,144.35085036613492,97.40891920952363,0,5.0
fixed 5 psi (submitted),216.99441322457056,328.0728236168504,127.4639417958957,208.17880181703862,2794.4434984099457,3355.3371229019604,WHP_min,157.0156565169865,152.68606990919233,97.24257650234658,0,5.000000000000002
fixed 5 psi (submitted),229.06909978147488,307.3874833176158,159.39578285077778,202.66120205797176,2846.014453832502,3269.692391679818,WHP_min,146.55167309989864,141.66241669301192,96.66380034873168,0,5.0
span-proportional 1.1 %,218.21770123928727,308.0936014129161,126.63894095744779,200.24791453292795,2912.6540478400543,3386.913336591658,BHP_min,151.72818244223947,150.29071502373526,99.05260354710212,0,5.0
span-proportional 1.1 %,216.3981465460308,321.88489682951996,146.7449996586169,214.02608635681653,2913.1707108243063,3250.410775025522,BHP_min,151.56939119251,150.42143973020785,99.24262316205775,0,5.0
span-proportional 1.1 %,231.44425659525416,301.0075672591639,154.18621785719776,202.63483430903838,2922.6357844699774,3331.2191830373636,WHP_min,144.39181627322412,143.47780406708623,99.36699168295773,0,5.0
span-proportional 1.1 %,197.9827134322431,312.68061663592977,126.13278684581852,201.86424914749347,2884.124882938726,3347.0784267361373,BHP_min,158.3043180270987,157.02973759612865,99.19485428644349,0,5.0
span-proportional 1.1 %,216.92310668887524,311.5103266278565,164.88839743156845,214.71253008164345,2887.108396896139,3347.5688914401726,FLP_min,142.62296992934978,141.53357316495683,99.23617018707955,0,5.0
span-proportional 1.1 %,221.3068038342564,311.66764271937313,130.40386020089645,210.82232510291124,2855.070864495145,3296.5362813338434,WHP_min,153.3840767291592,152.36779224869426,99.33742504297922,0,5.0
span-proportional 1.1 %,209.15012152990735,326.68463503047,162.36174063824998,205.36692795063607,2864.305966145952,3298.2804086613914,FLP_min,146.7164423353556,145.81825705723924,99.38780871194837,4,5.0
span-proportional 1.1 %,215.65800181198182,310.137336765214,140.66476002112645,213.35411528007188,2795.431518706676,3343.478071702906,WHP_min,158.15338729766822,157.1064939389786,99.33805188963849,0,5.000000000000002
span-proportional 1.1 %,185.0409206149431,324.97932442960195,156.48393229954735,203.59054164489427,2925.296846162141,3258.785205220779,BHP_min,148.84071318864906,147.79206333783094,99.29545496769488,0,5.0
span-proportional 1.1 %,200.1670236327396,304.5083840068452,143.01357466597148,211.94486405430942,2796.1284417987495,3257.8031951596613,WHP_min,170.09500010257415,169.1869318450936,99.46614053503457,0,5.0
span-proportional 1.1 %,204.2731103892917,305.9553913352777,128.63012182476487,208.70498578980275,2809.7392265637845,3350.7992316934537,WHP_min,167.04139081433934,166.0978969512453,99.43517360667651,0,5.0
span-proportional 1.1 %,191.9709266380928,328.26339331519495,139.60440672979314,201.58242919355345,2875.8216303079416,3389.07318296018,BHP_min,160.25017244044162,158.53442169319632,98.92932985898473,0,5.0
span-proportional 1.1 %,206.42262928294704,328.6377148107221,144.99583254750587,206.37842937273612,2874.0426904030755,3399.2644757852986,BHP_min,160.69496783871273,159.06304076668178,98.98445664230825,0,5.0
span-proportional 1.1 %,236.9366204962659,313.8013541792729,155.30915381233166,207.46134043231427,2855.862432039354,3367.867855107071,WHP_min,139.19306394108094,137.99132281812192,99.13663720810995,0,5.0
span-proportional 1.1 %,204.87935096134024,322.0345071536619,153.44571511959,213.98089529920068,2772.986526656181,3359.3522675614463,FLP_min,159.87829926646697,158.76915122484942,99.3062547908588,0,5.0
span-proportional 1.1 %,235.6454357174736,329.03778569773937,125.58825219861477,212.95460135368364,2946.239008013269,3393.5815269416444,WHP_min,140.40261372659612,139.27977786574226,99.20027424628978,0,5.0
span-proportional 1.1 %,188.92584073394988,329.17886441468863,160.59742222882082,212.33560741314605,2845.9975847615665,3284.8559379458957,FLP_min,149.48774577126866,148.45724720902805,99.31064679788712,0,5.0000000000000036
span-proportional 1.1 %,228.11283472309847,327.7059047935041,135.6452108916917,208.0840161143328,2838.550565794906,3389.6525973971734,WHP_min,147.45548713069502,146.2700567961137,99.1960758072498,0,5.0
span-proportional 1.1 %,182.4306426713061,321.96018586969683,149.57492987795987,200.4254804767028,2893.843954565348,3252.398759428536,BHP_min,156.09811540620024,154.9222153728489,99.24669171675046,0,5.0000000000000036
span-proportional 1.1 %,225.4770601413857,315.38276169786235,162.16416883188026,200.99123745086112,2918.2634559224766,3260.003501315065,FLP_min,147.04539452486102,146.10678602410513,99.36168793059534,0,5.0
span-proportional 1.1 %,200.6585987282475,312.908961958435,163.6424832313628,208.43347763342686,2801.772918634186,3286.2513571141517,FLP_min,144.7262667336088,143.56507817844445,99.19766564745174,0,5.0
span-proportional 1.1 %,233.2870992395508,306.7760828525197,129.98218823341134,204.32496135511366,2867.2246129625464,3333.11357532599,WHP_min,142.70769640002607,141.80252004208495,99.3657130058327,0,5.0
span-proportional 1.1 %,228.58264655476665,316.8142785601856,136.5368485772484,206.19344514021338,2913.624194194182,3343.975969362963,WHP_min,147.04539452486102,145.92948707866563,99.24111363718588,0,5.0
span-proportional 1.1 %,237.54465856184652,311.0821323327504,147.1044604208515,208.90886302419753,2919.658241655012,3271.8210307279796,WHP_min,138.5846116838329,137.62344527081711,99.3064407358527,0,5.0
span-proportional 1.1 %,204.3906202048876,327.2987688498689,126.72267554272817,212.34059420272254,2833.076807474245,3374.4705977917156,WHP_min,166.97108799998998,165.8076965349345,99.30323777667692,0,5.0
span-proportional 1.1 %,180.59727364843752,310.9513847327481,128.14520148662558,209.78921864504957,2804.7698197199115,3355.397810598968,BHP_min,176.6944719689433,175.24729998217254,99.18097495035096,0,5.000000000000002
span-proportional 1.1 %,236.62808561652545,303.80451306783743,159.59113181603095,200.89196227400507,2826.1541016621777,3314.4661091767866,WHP_min,139.45307835273132,138.58247868221005,99.37570422911772,0,5.0
span-proportional 1.1 %,209.33097281000786,329.29386965808135,156.02764752407313,204.6328604407889,2803.96735710016,3379.4680306283976,FLP_min,156.2514956651911,155.2973132014232,99.38932906868777,8,5.0
span-proportional 1.1 %,232.8784303642614,315.32119516630934,138.771829238493,214.92376022241376,2813.18870907354,3277.4068568389844,WHP_min,143.04610585590459,142.03056409037538,99.29005983109236,0,5.0000000000000036
span-proportional 1.1 %,232.8058872782442,324.37006194333765,151.71557622285405,214.37620447666927,2935.142915442884,3362.237275495263,WHP_min,143.13058417921982,142.16216990303167,99.32340506975395,0,5.0
span-proportional 1.1 %,231.64208457286065,307.41440220966325,130.64986227604126,210.05092773972405,2892.9237073309505,3275.0579393173407,WHP_min,144.22429490645462,143.3940940077701,99.42436820424534,0,5.0000000000000036
span-proportional 1.1 %,203.73343638629257,327.30767298648163,147.45603070200892,208.6750387238941,2788.825954578159,3328.9033372926815,WHP_min,167.46235532939295,166.39419166423673,99.36214699533205,0,5.0
span-proportional 1.1 %,211.40608364369518,302.66806920738816,164.27770772506824,208.5709340068366,2751.281776532862,3365.8973801838083,FLP_min,143.6364132298381,142.49160949750714,99.20298501850007,0,5.0
span-proportional 1.1 %,238.69594283040874,317.6961008496285,137.7872654513066,202.81261573591678,2884.5053267833737,3279.266109768521,WHP_min,137.44811665201897,136.38543538304972,99.22684915962896,0,5.0
span-proportional 1.1 %,214.66127355107156,318.06717529138876,163.49692372497523,201.08397898294814,2849.9945647317236,3361.6146218923973,FLP_min,144.8931960805803,144.2438166065469,99.55182196845718,0,5.0
span-proportional 1.1 %,190.63360442847954,311.64200195353556,127.51581993819886,210.88821295663666,2767.5535773518973,3309.263756253695,WHP_min,176.9536082112305,175.89670247247662,99.40272156672147,0,5.0
span-proportional 1.1 %,232.41135786724394,314.16901010250035,161.5048773456354,211.4887567660831,2933.0647920223532,3269.110451357336,WHP_min,143.46800171756485,142.67415260579102,99.44667166039113,0,5.0
span-proportional 1.1 %,184.41377431983793,302.10978760707656,159.75417177389278,209.51104969021165,2849.3143387597706,3274.531512429472,FLP_min,150.7725816688186,149.7784534532803,99.34064389921905,0,5.0
span-proportional 1.1 %,220.42400626363641,309.5405216353739,153.4351945306378,206.90532993300988,2851.4939721089054,3368.4498598689806,WHP_min,154.16531913574585,153.16805922941614,99.35312305522386,0,5.0
span-proportional 1.1 %,185.56472853140284,317.36275509970505,132.88939789183473,212.12205127720352,2847.769207225852,3398.304300005173,BHP_min,166.7599352788174,165.09200921656605,98.99980408395899,0,5.0
span-proportional 1.1 %,190.97659948054311,328.890574203728,157.03668146434435,207.21890744862904,2912.706812835927,3340.4273357861675,BHP_min,151.72818244223947,150.26707727507338,99.03702453713744,0,5.0
span-proportional 1.1 %,219.3072638394828,327.41072288122166,127.61081665645166,212.52482305937602,2826.362955993248,3298.8318424151057,WHP_min,155.0966653372164,153.93239638213376,99.24932689393982,0,5.0
span-proportional 1.1 %,239.64160627259906,323.43571506229137,144.4214055511835,206.3394259463717,2925.505781174359,3263.022230832234,WHP_min,136.47984990104092,135.3330950779675,99.15976254084035,0,5.0
span-proportional 1.1 %,222.50512541483195,323.6746387111544,156.9678551886446,204.83430087109747,2909.327836549211,3283.79926628135,WHP_min,152.3614522642547,151.3421304332396,99.33098443479837,0,5.0
span-proportional 1.1 %,201.73847702907415,312.5234433661314,146.65639934520658,201.68920498310837,2831.3895601278614,3250.0451035160386,FLP_min,168.7165487669805,167.7417777639186,99.42224339569192,0,5.0000000000000036
span-proportional 1.1 %,224.66284358084394,325.5562773670277,130.5572671648079,210.55678653900196,2914.2206176789277,3397.274248430769,WHP_min,150.532608989443,149.33683123321592,99.20563540069188,0,5.0
span-proportional 1.1 %,230.6274337421236,312.72319456332036,164.18754834038626,214.60976607278533,2850.735395840116,3363.016980787586,FLP_min,143.80462672379207,142.75485748345554,99.27000315340838,6,5.000000000000002
span-proportional 1.1 %,234.83026006038978,314.2844121590626,159.5514496438834,210.5235284909281,2808.7848511949114,3365.147840497521,WHP_min,141.17501077567357,140.08625393965434,99.22878926657263,0,5.000000000000002
span-proportional 1.1 %,214.24108715156996,302.8153546029992,140.65521705218657,201.10611520096708,2845.233392643399,3314.2809412214388,WHP_min,159.28100234620945,158.38150602758213,99.43527708554207,0,5.0
span-proportional 1.1 %,205.42424657822684,317.58901060772354,129.90762640704293,214.00653364935263,2886.8100896150067,3373.5672037589156,BHP_min,157.69951502984446,156.15113052518743,99.0181425070559,0,5.0
span-proportional 1.1 %,233.80807393582558,317.4996014077043,126.60872883618403,210.67230236176636,2863.805170852672,3373.89358332556,WHP_min,142.1985922963328,141.21942224332508,99.31140664812827,0,5.0000000000000036
span-proportional 1.1 %,211.92962840846064,324.3973228609258,164.88041172289968,205.2583221705183,2784.204288004135,3308.7512199180856,FLP_min,142.62296992934978,141.5184947387533,99.22559795862925,7,5.0
span-proportional 1.1 %,225.1829993919406,313.1768679557492,148.53520437716858,201.91037707882506,2895.224702186796,3292.012360279975,WHP_min,150.05137187484237,148.99302344383392,99.2946759381239,0,5.0000000000000036
span-proportional 1.1 %,191.4370536242411,325.8884999574958,147.57651284482375,207.26748413519377,2929.764753049697,3262.9018654091506,BHP_min,147.78268470343426,146.72831461845485,99.28654017411087,0,5.0
span-proportional 1.1 %,221.76926702045355,309.83946869293806,132.01638999940323,210.1219797495092,2822.564390172587,3299.4843748740905,WHP_min,152.99170014267622,151.93358223482028,99.30838214957467,0,5.0
span-proportional 1.1 %,236.62066591375128,305.9789502203846,145.4869463135094,200.36019801007023,2782.673618227391,3382.5128100450343,WHP_min,139.45307835273132,138.52130018148506,99.33183391700437,0,5.0000000000000036
span-proportional 1.1 %,227.35485289516058,316.70506470161973,133.8981358396544,208.3662137393196,2752.4293052227226,3356.949044640688,WHP_min,148.10910460616736,147.11454318866998,99.32849407189248,0,5.0
span-proportional 1.1 %,223.0050408338237,319.38135070699064,149.45354737100806,201.10574648936807,2799.281193810195,3336.15670721469,WHP_min,151.9660136383162,150.8668130138073,99.27667996403127,0,5.0
span-proportional 1.1 %,203.65120596173387,329.76069685744335,161.94981429500726,202.28011853783806,2867.9921185299063,3354.4322659155187,FLP_min,147.37356606863167,146.6116274516757,99.48298827443645,5,5.0
span-proportional 1.1 %,188.19260485805316,309.3778694130351,153.63671387701976,213.51662140134255,2818.348530041227,3285.841556753692,FLP_min,159.58000543959602,158.64583648405693,99.41460776808114,0,5.0
span-proportional 1.1 %,229.30752016381288,317.54948040677033,144.0635368682308,203.8422503214184,2764.5316697296644,3252.6837131345465,WHP_min,146.38670822875943,145.29537430423187,99.25448564440555,0,5.0
span-proportional 1.1 %,214.7982108338457,305.73330820380227,164.02131913707282,201.61215842579222,2840.4177576654215,3309.198969560644,FLP_min,144.0565759384031,143.24356260801537,99.43562914424997,10,5.0
span-proportional 1.1 %,193.93868851713185,322.46267175011803,150.74819048321243,210.88636527577805,2766.561715179299,3302.9115123544607,FLP_min,163.47568392564924,162.38465462226034,99.332604533476,4,5.0
span-proportional 1.1 %,211.1899844600539,312.8016343119072,126.62470247490981,202.9104118235119,2939.0049296609254,3274.3854587129977,BHP_min,145.6419412398605,144.54133691164716,99.2443081169862,0,5.0
span-proportional 1.1 %,231.1231399477665,324.6641147719332,140.65175028312433,207.00175279766395,2914.800361529984,3352.102948835532,WHP_min,144.7262667336088,143.5379703750634,99.17893525110223,0,5.000000000000002
span-proportional 1.1 %,230.21662418574425,322.7278975749637,152.65085917762417,213.69461159010316,2914.5614266189177,3276.859403137449,WHP_min,145.55894402469266,144.46283257192752,99.24696386051056,0,5.0
span-proportional 1.1 %,224.89345650487468,302.6004396934363,142.03424961176086,205.95127830730138,2790.433618795097,3390.6857662953985,WHP_min,150.2922059479817,149.4375071322974,99.43130862289685,0,5.0
span-proportional 1.1 %,185.68660070167002,300.1469824496573,137.91683214655913,214.86117077361834,2802.939025677688,3374.6041398276598,BHP_min,177.08296555207758,175.66239349299212,99.19779293583849,0,5.0
span-proportional 1.1 %,190.38681822122794,317.59135064395133,163.33637340717567,210.7476985184871,2946.1015950356973,3336.183497363356,BHP_min,143.97264231708976,142.71660855820934,99.12758858998079,0,5.0
span-proportional 1.1 %,239.00008239320528,325.11141095160013,156.12992904407713,213.3273483036725,2876.298303452323,3303.4546819564857,WHP_min,137.09672164654324,135.97815621682423,99.18410490325009,0,5.0
span-proportional 1.1 %,211.6969464034196,306.7950118704709,156.1017649552682,202.551177524223,2865.439589797318,3330.384839436867,FLP_min,156.17482842994536,155.24444194394212,99.40426604251364,6,5.0
span-proportional 1.1 %,220.31416820866144,322.8145979599575,129.39311544255636,209.37411442501974,2832.7911764930386,3342.130215350193,WHP_min,154.24318675968084,153.2495125861362,99.35577434931189,0,5.0
span-proportional 1.1 %,221.6390725887897,317.56438757281865,154.3154430743486,207.8003788580697,2842.5735618258545,3293.0153298172804,WHP_min,153.14879157619242,152.06553543262802,99.29267731569043,0,5.0
span-proportional 1.1 %,193.7491001998024,320.85906318275454,152.82845411249832,202.93223769464893,2944.3674833222226,3350.6726170434094,BHP_min,144.39181627322412,143.24837308870036,99.20809695865304,0,5.0
span-proportional 1.1 %,211.87296739258957,325.235260546349,144.4608173321262,207.1391730515049,2801.6548800155074,3273.420322208604,WHP_min,161.1381857842584,160.02770768450148,99.31085354203769,0,5.0000000000000036
span-proportional 1.1 %,222.69723473285504,325.3233290471713,152.11195112383837,205.53232275043925,2865.1444182438104,3334.5118710510983,WHP_min,152.20341865812932,151.14457067550757,99.30432049952827,0,5.0
span-proportional 1.1 %,236.19396500845764,311.63022635867065,131.59130608264013,213.15399339993516,2928.945699377374,3257.239839250284,WHP_min,139.88543520957128,138.90296847867393,99.29766331324954,0,5.0000000000000036
