violating_intervals,worst_excursion_psi,rate_last30,offset,max_move,trial,scenario,gain_Q,gain_BHP,tau_Q,tau_BHP,worst_gain_err,worst_tau_err
0,0.0,164.81373678009913,-0.3843224840394157,5.0,36,C,1.0424108715156994,0.7442446080386835,0.9761669632169956,1.0863003535907843,0.25575539196131647,0.08630035359078425
0,0.0,149.95734650199398,-0.040242954024307664,5.0,37,B,0.7736143961056441,1.194268815035663,1.3968012322637597,1.2114868241177579,0.26026134597410566,0.4597817790953993
0,0.0,164.79056286625286,-0.14052913237094344,5.0,37,C,0.7736143961056441,1.194268815035663,1.3968012322637597,1.2114868241177579,0.26026134597410566,0.4597817790953993
0,0.0,149.79813383933075,-0.20249250715843914,5.0,38,B,1.041415512558015,1.1879464572185154,1.4970102930724918,0.8916747994539028,0.1955743333022395,0.4970102930724918
0,0.0,165.06993725771827,-0.2889837090856986,5.0,38,C,1.041415512558015,1.1879464572185154,1.4970102930724918,0.8916747994539028,0.1955743333022395,0.4970102930724918
0,0.0,149.92241634963233,-0.07647437456404305,5.0,39,B,1.1518299939194059,0.7764150831530026,1.2261235109339803,1.3629499985831945,0.22358491684699744,0.36294999858319454
0,0.0,164.91629034620794,-0.20935872597328853,5.0,39,C,1.1518299939194059,0.7764150831530026,1.2261235109339803,1.3629499985831945,0.22358491684699744,0.36294999858319454
0,0.0,149.8048643688158,-0.18526835053788204,5.0,40,B,1.0386476926723565,0.7516074616366015,1.1961544503408927,1.174798649967279,0.24839253836339847,0.3245902500149189
0,0.0,164.7594826023768,-0.3857181331846675,5.0,40,C,1.0386476926723565,0.7516074616366015,1.1961544503408927,1.174798649967279,0.24839253836339847,0.3245902500149189
0,0.0,149.9307694266415,-0.07314861823519436,5.0,41,B,0.9176931705177617,0.8195790044076916,1.0121736578377352,1.383418733633562,0.26620665913751274,0.47598679932865073
0,0.0,164.79889023082245,-0.14519052580695302,5.0,41,C,0.9176931705177617,0.8195790044076916,1.0121736578377352,1.383418733633562,0.26620665913751274,0.47598679932865073
0,0.0,149.92865159948585,-0.0676954338757696,5.0,42,B,1.1735485289516059,1.034648549572784,0.5121465261136126,1.1460450235663548,0.17354852895160588,0.48785347388638745
0,0.0,164.90239419174586,-0.15486305103775067,5.0,42,C,1.1735485289516059,1.034648549572784,0.5121465261136126,1.1460450235663548,0.17354852895160588,0.48785347388638745
0,0.0,150.09357013406142,0.09084171528945717,5.0,43,B,1.0668032105651206,1.0446268288587592,0.8941867660288976,0.652007902522537,0.25577014042527757,0.492023228581445
0,0.0,165.16768408512968,-0.1315549148319235,5.0,43,C,1.0668032105651206,1.0446268288587592,0.8941867660288976,0.652007902522537,0.25577014042527757,0.492023228581445
0,0.0,149.95871602531108,-0.03909962471698236,5.0,44,B,1.0539763555897184,0.8875573882607027,1.2159178469254943,0.7389437116912806,0.2180739514194684,0.4011080934228366
0,0.0,164.86764655551806,-0.29865409114816543,5.0,44,C,1.0539763555897184,0.8875573882607027,1.2159178469254943,0.7389437116912806,0.2180739514194684,0.4011080934228366
0,0.0,150.0196533239014,0.018934672159417687,5.0,45,B,1.1930752016381287,0.8536900128567354,0.572658348648321,0.6911102734600748,0.19307520163812875,0.48210857910302474
9,1.156548635494346,164.92909202755538,-0.10560679355398861,5.0,45,C,1.1930752016381287,0.8536900128567354,0.572658348648321,0.6911102734600748,0.19307520163812875,0.48210857910302474
0,0.0,150.1465805841632,0.15053371844453522,5.0,46,B,1.2853197870560922,0.936795878242576,0.732311475285531,1.2257576850518699,0.2853197870560922,0.267688524714469
0,0.0,164.85546864180336,0.03798999131967662,5.0,46,C,1.2853197870560922,0.936795878242576,0.732311475285531,1.2257576850518699,0.2853197870560922,0.267688524714469
0,0.0,150.04703252928277,0.0453734133811281,5.0,47,B,0.7496851455378968,0.9560326862381446,0.5406175618727452,0.6625697247533182,0.2503148544621032,0.45938243812725477
0,0.0,164.83530808172844,-0.08430366487823449,5.0,47,C,0.7496851455378968,0.9560326862381446,0.5406175618727452,0.6625697247533182,0.2503148544621032,0.45938243812725477
0,0.0,150.00694112349296,0.003450094522946756,5.0,48,B,1.2112313994776651,0.980070111906558,1.3240018076499194,1.2575965858321236,0.21123139947766512,0.33694373642907083
0,0.0,164.81048399035708,-0.2563885228984475,5.0,48,C,1.2112313994776651,0.980070111906558,1.3240018076499194,1.2575965858321236,0.21123139947766512,0.33694373642907083
0,0.0,150.01691648288073,0.019225394336388035,5.0,49,B,1.1147628876643627,0.807437612549796,1.248224275081245,0.8967518871534252,0.24778446360412687,0.4133186768854572
