Time_hr,Q_true,WHP_true,FLP_true,BHP_true,Q_target,Q_achievable,OilRate_bbl_hr,WHP_psi,FLP_psi,BHP_psi,Q_seen,WHP_seen,FLP_seen,BHP_seen,Choke_pct,Choke_cmd,dChoke,u_tracking_error,mode,active_constraints,u_ss,n_feasible,n_candidates,bad_tags,WHT_F,AP_psi,Pr_psi,water_cut
1.0,114.6151667114674,258.7494778511849,179.81251060038366,3074.545126660597,120.0,120.04240244947064,115.40611672597603,258.9422924761841,180.63477698279743,3074.624486058476,115.17049409981696,257.4645717609607,180.46812878888898,3075.785851980339,41.75,41.75,1.75,0.0,TRACKING,,42.900000000000006,451,451,,145.4230122184885,268.98054276470975,3568.8,0.0
2.0,115.14800942023076,258.4828014973606,179.5864889748078,3073.4034842369715,120.0,120.00360943925207,114.83827175353528,258.7730439580304,179.78093706240978,3072.511385843463,115.40611672597603,258.9422924761841,180.63477698279743,3074.624486058476,42.0,42.0,0.25,0.0,TRACKING,,42.900000000000006,451,451,,145.48573350843745,269.2000672795311,3568.8,0.0
3.0,115.90206578910363,258.092123309907,179.2618091893953,3071.7426884370584,120.0,120.0020127773819,115.75368349591072,258.45184364899967,179.5787513866332,3070.5078528614704,114.83827175353528,258.7730439580304,179.78093706240978,3072.511385843463,43.0,43.0,1.0,0.0,TRACKING,,43.0,451,451,,145.57658449859824,269.51804574509384,3568.8,0.0
4.0,116.61403048518093,257.7014049424836,178.94906171107635,3070.050982022545,120.0,119.9581028780214,116.39340225076893,256.7980097476903,179.70470507144617,3069.490254826563,115.75368349591072,258.45184364899967,179.5787513866332,3070.5078528614704,43.25,43.25,0.25,0.0,TRACKING,,43.050000000000004,451,451,,145.67064416399387,269.84725457397855,3568.8,0.0
5.0,117.21482263796987,257.34851578059516,178.67914304378132,3068.479800494057,120.0,120.0205292344252,118.01718909626712,257.55724857749874,179.55392629236255,3072.3225754343775,116.39340225076893,256.7980097476903,179.70470507144617,3069.490254826563,43.25,43.25,0.0,0.0,TRACKING,,43.150000000000006,451,451,,145.76011648537687,270.16040769881903,3568.8,0.0
6.0,117.72180172392946,257.0297932147749,178.44618804972055,3067.020557108631,120.0,119.97472429508078,117.91278078754121,257.7701749247041,178.01863246499605,3070.167102466103,118.01718909626712,257.55724857749874,179.55392629236255,3072.3225754343775,43.25,43.25,0.0,0.0,TRACKING,,43.1,451,451,,145.84522519015476,270.45828816554166,3568.8,0.0
7.0,118.14961655541032,256.7419292480284,178.24513478504008,3065.665276882062,120.0,120.02586766587639,117.26136237885501,256.9135474318155,178.7243291961847,3066.2243572361836,117.91278078754121,257.7701749247041,178.01863246499605,3070.167102466103,43.25,43.25,0.0,0.0,TRACKING,,43.150000000000006,451,451,,145.92618309442065,270.7416408304723,3568.8,0.0
8.0,118.51062854802254,256.48193616238734,178.07161450743604,3064.4065530044186,120.0,120.02368800517363,118.29034604967914,256.07915614004764,177.91735450062194,3067.0343658606766,117.26136237885501,256.9135474318155,178.7243291961847,3066.2243572361836,43.25,43.25,0.0,0.0,TRACKING,,43.25,451,451,,146.00319263510428,271.011174222865,3568.8,0.0
9.0,118.8152688952464,256.2471155096146,177.92185674653803,3063.237506360714,120.0,119.96832186023211,119.34977256299393,256.1160497781322,177.36115479024724,3064.9224994654273,118.29034604967914,256.07915614004764,177.91735450062194,3067.0343658606766,43.25,43.25,0.0,0.0,TRACKING,,43.25,451,451,,146.07644637616983,271.2675623165944,3568.8,0.0
10.0,119.07233997060085,256.03503010421764,177.79260737430985,3062.1517479355107,120.0,120.04229407943374,118.2024156087154,255.76960265190684,177.46193460457334,3064.0099109611047,119.34977256299393,256.1160497781322,177.36115479024724,3064.9224994654273,43.25,43.25,0.0,0.0,TRACKING,,43.25,451,451,,146.14612749012613,271.5114462154415,3568.8,0.0
